index,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,split
41,pull_up,stu4_39.mp4,1.0,124.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
42,pull_up,stu2_40.mp4,12.0,32.0,84.0,84.0,150.0,150.0,193.0,193.0,238.0,238.0,280.0,280.0,334.0,334.0,416.0,416.0,481.0,482.0,568.0,568.0,657.0,657.0,750.0,750.0,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
43,front_raise,stu7_18.mp4,5.0,40.0,207.0,208.0,337.0,338.0,399.0,402.0,466.0,555.0,663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
44,bench_pressing,train160.mp4,7.0,5.0,53.0,53.0,91.0,91.0,133.0,133.0,173.0,173.0,208.0,208.0,248.0,248.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
45,squat,stu7_67.mp4,29.0,118.0,165.0,166.0,208.0,211.0,252.0,252.0,293.0,294.0,339.0,339.0,381.0,383.0,419.0,420.0,459.0,460.0,498.0,500.0,539.0,585.0,642.0,642.0,676.0,676.0,721.0,721.0,750.0,750.0,795.0,796.0,823.0,823.0,864.0,864.0,888.0,888.0,931.0,931.0,967.0,1179.0,1231.0,1232.0,1278.0,1280.0,1321.0,1322.0,1365.0,1365.0,1413.0,1415.0,1457.0,1458.0,1497.0,1497.0,1536.0,1536.0,1580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
46,bench_pressing,train180.mp4,3.0,0.0,65.0,65.0,128.0,128.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
47,pull_up,stu6_29.mp4,5.0,24.0,76.0,86.0,118.0,121.0,155.0,156.0,194.0,197.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
48,push_up,stu10_46.mp4,11.0,5.0,56.0,56.0,112.0,112.0,138.0,138.0,172.0,172.0,206.0,206.0,238.0,238.0,273.0,273.0,301.0,302.0,332.0,332.0,362.0,362.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
49,pull_up,stu6_33.mp4,6.0,0.0,33.0,33.0,85.0,86.0,251.0,252.0,389.0,390.0,467.0,467.0,537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
50,pull_up,stu4_33.mp4,6.0,52.0,103.0,103.0,156.0,156.0,207.0,207.0,259.0,259.0,318.0,318.0,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
51,squat,stu3_65.mp4,6.0,83.0,184.0,184.0,292.0,292.0,391.0,391.0,452.0,452.0,515.0,583.0,673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
52,front_raise,stu6_8.mp4,6.0,19.0,110.0,111.0,191.0,198.0,346.0,382.0,553.0,579.0,702.0,702.0,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
53,pull_up,stu1_41.mp4,12.0,72.0,122.0,122.0,191.0,191.0,256.0,256.0,326.0,326.0,398.0,398.0,467.0,467.0,542.0,542.0,618.0,618.0,693.0,693.0,789.0,789.0,940.0,1379.0,1527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
54,push_up,train2719.mp4,3.0,3.0,88.0,88.0,178.0,178.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
55,front_raise,stu9_26.mp4,3.0,142.0,239.0,239.0,339.0,339.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
56,sit_up,stu7_60.mp4,26.0,60.0,96.0,97.0,135.0,136.0,177.0,179.0,222.0,222.0,260.0,262.0,309.0,310.0,354.0,355.0,401.0,402.0,450.0,452.0,500.0,502.0,546.0,549.0,585.0,587.0,622.0,628.0,666.0,670.0,713.0,714.0,750.0,751.0,799.0,801.0,840.0,842.0,884.0,886.0,928.0,929.0,967.0,969.0,1000.0,1003.0,1045.0,1048.0,1090.0,1092.0,1134.0,1135.0,1181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
57,push_up,stu2_51.mp4,19.0,223.0,271.0,271.0,308.0,308.0,343.0,343.0,374.0,374.0,401.0,403.0,444.0,445.0,475.0,475.0,503.0,503.0,534.0,534.0,564.0,612.0,666.0,666.0,703.0,704.0,740.0,740.0,779.0,780.0,831.0,853.0,892.0,893.0,979.0,980.0,1046.0,1047.0,1150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
58,bench_pressing,stu8_1.mp4,3.0,172.0,270.0,270.0,366.0,366.0,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
59,squat,stu10_64.mp4,2.0,0.0,105.0,105.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
60,jump_jacks,stu10_31.mp4,10.0,8.0,41.0,41.0,66.0,66.0,92.0,92.0,116.0,117.0,141.0,141.0,167.0,167.0,192.0,192.0,217.0,217.0,241.0,241.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
61,push_up,train2712.mp4,6.0,1.0,41.0,41.0,89.0,89.0,146.0,146.0,196.0,197.0,242.0,243.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
62,jump_jacks,stu1_22.mp4,9.0,1.0,23.0,23.0,45.0,45.0,66.0,66.0,90.0,90.0,111.0,111.0,133.0,133.0,156.0,156.0,177.0,177.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
63,jump_jacks,stu4_25.mp4,6.0,9.0,40.0,40.0,73.0,268.0,306.0,480.0,524.0,524.0,555.0,555.0,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
64,squat,stu3_61.mp4,19.0,2.0,65.0,65.0,145.0,145.0,216.0,216.0,293.0,293.0,366.0,366.0,430.0,430.0,500.0,500.0,571.0,571.0,642.0,642.0,718.0,718.0,787.0,787.0,857.0,857.0,919.0,919.0,991.0,991.0,1059.0,1059.0,1125.0,1125.0,1197.0,1198.0,1257.0,1257.0,1334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
65,squat,stu8_63.mp4,26.0,1.0,62.0,62.0,134.0,134.0,194.0,194.0,263.0,263.0,329.0,329.0,394.0,394.0,466.0,467.0,527.0,527.0,593.0,593.0,655.0,655.0,716.0,716.0,784.0,784.0,848.0,848.0,914.0,914.0,982.0,982.0,1044.0,1044.0,1109.0,1109.0,1179.0,1179.0,1243.0,1243.0,1310.0,1310.0,1375.0,1375.0,1427.0,1427.0,1490.0,1490.0,1561.0,1561.0,1614.0,1614.0,1685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
66,front_raise,stu2_20.mp4,13.0,79.0,145.0,145.0,198.0,198.0,251.0,251.0,304.0,304.0,360.0,360.0,412.0,412.0,466.0,466.0,518.0,518.0,572.0,572.0,629.0,630.0,679.0,679.0,736.0,736.0,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
67,front_raise,stu10_16.mp4,6.0,22.0,94.0,94.0,147.0,147.0,197.0,197.0,249.0,249.0,300.0,300.0,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
68,push_up,stu10_53.mp4,23.0,71.0,98.0,98.0,124.0,124.0,149.0,150.0,174.0,174.0,197.0,198.0,222.0,222.0,247.0,247.0,272.0,272.0,299.0,299.0,325.0,325.0,348.0,349.0,375.0,375.0,401.0,401.0,425.0,425.0,453.0,453.0,479.0,479.0,505.0,505.0,529.0,529.0,555.0,555.0,582.0,582.0,606.0,606.0,632.0,632.0,671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
69,sit_up,val1089.mp4,4.0,4.0,49.0,49.0,97.0,97.0,147.0,148.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
70,squat,stu3_62.mp4,13.0,7.0,89.0,89.0,156.0,156.0,240.0,240.0,326.0,326.0,394.0,394.0,477.0,477.0,555.0,555.0,663.0,663.0,760.0,760.0,836.0,836.0,919.0,919.0,1005.0,1005.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
71,sit_up,stu8_56.mp4,4.0,22.0,110.0,110.0,178.0,178.0,263.0,263.0,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
72,push_up,stu10_51.mp4,54.0,8.0,33.0,33.0,57.0,57.0,81.0,81.0,105.0,105.0,129.0,129.0,154.0,154.0,176.0,176.0,199.0,199.0,223.0,223.0,247.0,248.0,270.0,270.0,294.0,295.0,318.0,318.0,340.0,340.0,362.0,362.0,387.0,388.0,411.0,411.0,435.0,435.0,459.0,459.0,484.0,484.0,507.0,507.0,531.0,531.0,554.0,554.0,577.0,577.0,602.0,602.0,626.0,626.0,649.0,649.0,673.0,674.0,696.0,696.0,721.0,721.0,745.0,745.0,770.0,770.0,793.0,793.0,817.0,817.0,841.0,841.0,867.0,867.0,893.0,982.0,1012.0,1012.0,1038.0,1038.0,1062.0,1062.0,1087.0,1087.0,1110.0,1212.0,1245.0,1245.0,1273.0,1273.0,1300.0,1300.0,1329.0,1329.0,1364.0,1364.0,1400.0,1520.0,1552.0,1552.0,1582.0,1582.0,1610.0,1610.0,1651.0,1651.0,1703.0,1703.0,1746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
73,squat,stu8_69.mp4,19.0,13.0,80.0,80.0,179.0,179.0,240.0,240.0,294.0,294.0,362.0,362.0,414.0,414.0,480.0,480.0,537.0,537.0,593.0,593.0,649.0,649.0,701.0,701.0,766.0,766.0,829.0,829.0,884.0,884.0,948.0,948.0,1010.0,1010.0,1071.0,1071.0,1120.0,1120.0,1174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
74,squat,stu7_63.mp4,12.0,286.0,374.0,375.0,477.0,481.0,578.0,581.0,696.0,700.0,804.0,807.0,899.0,902.0,990.0,993.0,1097.0,1099.0,1194.0,1195.0,1282.0,1283.0,1391.0,1391.0,1485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
75,pull_up,stu9_35.mp4,5.0,0.0,87.0,87.0,181.0,484.0,529.0,530.0,579.0,580.0,628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
76,push_up,stu8_44.mp4,22.0,805.0,849.0,849.0,882.0,882.0,920.0,920.0,953.0,953.0,987.0,987.0,1019.0,1019.0,1059.0,1059.0,1093.0,1093.0,1130.0,1130.0,1161.0,1161.0,1199.0,1199.0,1235.0,1235.0,1269.0,1269.0,1301.0,1301.0,1335.0,1335.0,1369.0,1369.0,1398.0,1398.0,1433.0,1433.0,1468.0,1468.0,1502.0,1566.0,1689.0,1689.0,1799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
77,sit_up,train3319.mp4,1.0,0.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
78,bench_pressing,stu8_4.mp4,6.0,0.0,113.0,113.0,283.0,283.0,484.0,484.0,640.0,640.0,779.0,779.0,959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
79,push_up,stu3_44.mp4,11.0,19.0,61.0,156.0,193.0,193.0,230.0,230.0,269.0,269.0,306.0,306.0,339.0,339.0,387.0,387.0,428.0,429.0,471.0,471.0,512.0,512.0,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
80,squat,stu7_64.mp4,11.0,17.0,84.0,155.0,223.0,224.0,269.0,269.0,303.0,303.0,344.0,687.0,751.0,752.0,803.0,803.0,842.0,843.0,880.0,881.0,921.0,921.0,1005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
81,pull_up,train2568.mp4,3.0,10.0,84.0,88.0,144.0,150.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
82,sit_up,train3386.mp4,5.0,0.0,68.0,68.0,124.0,124.0,182.0,182.0,235.0,235.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
83,push_up,stu5_48.mp4,7.0,54.0,180.0,180.0,449.0,449.0,604.0,604.0,759.0,760.0,898.0,898.0,1039.0,1039.0,1318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
84,pull_up,train2570.mp4,4.0,29.0,78.0,86.0,132.0,142.0,192.0,194.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
85,front_raise,test586.mp4,7.0,19.0,56.0,56.0,99.0,99.0,136.0,136.0,178.0,178.0,220.0,220.0,257.0,257.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
86,pull_up,stu2_38.mp4,8.0,136.0,213.0,213.0,295.0,295.0,379.0,379.0,460.0,460.0,536.0,536.0,622.0,622.0,709.0,709.0,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
